Sentence,Experience,Drug
"I feel like I've aged a lot physically.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"I do like that I stopped having periods after 6 mos, hope they stay away after I'm done.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"I will be having a huge celebration in Nov '10!","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Good luck to all of you, keep on keepin' on!","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"I was diagnosed with DCIS Breast Cancer.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Radiation will decrease the chance of the cancer from coming back in the one breast.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Tamoxifen decreases the chance 50% from cancer appearing any where.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Not enough for me to take Tamoxifen.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"This to me is a very scary drug.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"But before taking it i would research and not take it unless you feel comfortable with your decision.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Comment:I am frustrated that I have not been able to find statistics that would help me make an educated decision on whether or not to continue the tamoxifen as I am very concerned about all the possible side effects.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Almost all info states that the risks are worth the benefits.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"If my risk before the chemo and radiation was 10% of recurring, how much does taking this drug decrease my risk of getting breast cancer again.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"I had a lumpectomy for stage 1, 1 cm ER positive tumor which had not spread to the lymph nodes, with good boundaries.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"What is the chance that I will develop another cancer due to taking the tamoxifen which is a known carcinogen.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"IF I continue to take it, any one of many possible horrible side effects could occur.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"I wish I could have some peace of mind!","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"I am also concerned about what the lack of estrogen is doing to my aging process.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Not to mention that if I have a stroke at my age, or vision problems, I may have 30 years to live with those side effects.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"If anyone can help answer these questions, I would greatly appreciate it.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Thank you.Hide Full Comment","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Comment:I'VE BEEN TAKING THIS MEDICINE FOR TWO MONTHS AND SO FAR I GUESS I'TS ALRIGHT.THE WHOLE OVER ALL EXPERIENCE FOR ME IS SOMEWHAT OVERWHELMING BUT I'M ADJUSTINGHide Full Comment","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Comment:I had stage 2 breast cancer in Aug. 2006-had mastectomy-started tamox.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Comment:this medication has been very effective for me.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"It's use is very easy to take, and it's satisfaction of my experience was no side effects for the years taken.Hide Full Comment","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Comment:So far so good.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Learned after my second upset stomach to take with food.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"They have now found out that depression meds can make T not work.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Do NOT take Omega-3 Fatty Acids or any antioxidants.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"7-10% of women will not benefit from T with this out of whack.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Also, if have a variant of e-cadhern protein, T will cause a different kind of aggressive cancer.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"I have been on T for about a month and no side effects except my nails have become brittle even though I take gelatin caps.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"I am Stage 1, oncaDX 15, had a lumpectomy and second surgery for clear margin.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"No chemo thank God!Hide Full Comment","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Comment:Lumpectomy no nodes involved 
Started on tamoxifen after having lumpectomy, chemo(5 treatments of 8) and radiation.Stopped chemo due to allergic reaction to taxol.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"radiation was a breeze(33 treatments).","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Had mast, now on Tam and I feel great!","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Praise God!","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Lumpectomy no clear margin then unilateral mastectomy 12/8/08.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Lost a lot of weight, but started exercising with a personal trainer.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Grateful for a preventive measure for my other breast.Hide Full Comment","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Comment:Found lump in 10/08, Dr. said nothing to worry about, said I wanted it out...insisted to take it out.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Removed in 11/08, cancer, went in second time for clear margin, nodes good, Low OncoDx test results, 34 treatments of radiation 5 days a week, started on T in 12/08, bed time can fall right to sleep, for 2-4 hours then up the rest of the night....long nights.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"HAVE TO BE PRO-ACTIVE IN FOLLOW UPS, CLINIC CHANGED DOCS ON ME,  DOC WAS NOT LISTENING TO WHAT WAS GOING ON WITH ME, NO SLEEP SINCE CHRISTMAS...INSISTED ON ORGINAL DR., KINDLY THEY DID SO...ALSO BE PROACTIVE ON TREATMENT, GO WITH YOUR GUT FEELINGS, YOU FIND SOMETHING, TELL THEM YOU WANT IT TAKING OUT, & WAIT TILL PATH.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"TAKE 2 VITAMIN E TABLETS EVERYDAY,BUY PYCNOGENOLS AND GO TO HERBS FOR HEALERS.COM AND BUY HOT FLASH HELP THIS PRODUCT IS FOR BREAST CANCER PATIENTS.ALSO DON QUAIL IS GOOD TO TAKE.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"MY MOTHER DIDN'T TAKE TAMOX AND FOUR YEARS LATER THE CANCER CAME BACK AND SHE HAD BONE CANCER THAT COULD NOT BE TREATED AND SHE DIED FROM IT.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"I KNOW ITS NO FUN TAKING TAMOX BUT IF IT WILL SAVE OUR LIVES THEN WE COULD ALL LIVE WITH THE SIDE EFFECTS.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Comment:thank all who reviewed it really helped me to see how blessed I am.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Started T 3 months ago and so  far so good not one side effect.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"I was worried because of the possibility of side effectsHide Full Comment","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Brain fog and couldn't sleep at first, caused hyper anxious feelings.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Oddly, breast resumed skin color and texture issues from radiation that previously healed and now broke out in seriously itchy allergic rash over body.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Wonder if it is T?","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Slight upset stomach after just lining stomach with a banana first.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"I am 61 years old with Stage 1 breast cancer.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Two surgeries since didn't get clear margin in the past 2 months .","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"So far I am very happy since I haven't had any side effects.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"it turned out to be not one, but five lumps in three diferrent positions on my right breast.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"I had a double mastectomy and hysterectomy beacuse I was estrogen receptor positive.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"thank god for the ""BUDDY CHECK""!","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Changing to KY gel for sex helped alot with the yeast infections and irritation.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"I will stay on it to keep the cancer away.Hide Full Comment","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Anyone lose weight when they stop taking TamoxifenHide Full Comment","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"I have had no occurence of cancer.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Surgery in May with a 2 cm cancer.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"I read another lady had the same problem.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"I find that when I use that side (stretching, lifting, sometimes even holding the leash in that hand when I walk the dogs) causes that side to hurt.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"I try to favor the left and use heat when the right bothers me.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Sex life is fine.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"All in all I've had a pretty positive experience thus far.Hide Full Comment","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Comment:caused some forgetfulness, feeling hot inside my body, sleep irregularity, change in mensrual cycleHide Full Comment","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"No chemo required due to excellent results from OncoDX testing.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"I have experienced occasional night sweats and weight gain.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Body is achy (flu-like symptoms).","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Oncologist and internist not very concerned.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"love that!","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"night sweats are better now that they have me taking a ""evening Primrose"" like night and day!","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"love that too!","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"""It's all good"" and from what I hear it will get better.Hide Full Comment","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"in 2006 had another cancer in other breast, invasive, but not staged,radiation only.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"i'm greatful there is something to possibly prevent recurrence but it is difficult just the same.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"GOD BLESS ALL.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"I've gained over 10 pounds in the last year and a half on this drug.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"I have been unable to lose the weight despite intense exercise, weight lifing and yoga.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Very frustrating.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"I know I should be grateful that my cancer has not returned, but the weight gain really has gotten me down.Hide Full Comment","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Comment:I did have difficulty with mood swings and a general depressive feeling for much of the 5 years I took daily doses of tamoxifen.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"My weight steadily increased and after 5 years on the drug, losing even a portion of that weight is difficult.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"A brief trial of Femera, about 3 months, was most unpleasant, with excessive vsginal dryness during intercourse.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"breast cancer.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Node negative, did not need chemotherapy,but have been on Tamoxifen for 2months.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"I am not sure I will stay on Tamoxifen,reviewing the benifits again, and consulting with my oncologist.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"DOCTOR DIDN'T SEEM TO BE WORRIED WHEN I CALLED HIM.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"VAGINEL DRYNESS..VERY PATIENT HUSBAND.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"I'm 46, had stage 1, had chemo, radiation and now on T. I have had some kind of infection in the outer vagina since the beginning and none of my doctors can figure out what it is - anyone else with this proble?","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Also a constant yeast infection.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"The side effects are killing my sex life and my marriage.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Comment:Just started in Aug. After mastectomy I am Post menopausal, started having horrible hotflashes very emotional, can't sleep.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"I am very thankful for no other treatment.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"I've been having issues with it, and can almost pinpoint the onset to about a month after I started taking this drug.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Been checked out and not Uterus cancer or vaginal.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"No weight gain but, I've cut back on the sugars and grains.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"All in all if this works GREAT...I am 46 and would like to be around for a few more years without Cancer as a recurrance.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Comment:Tamoxifen was very easy to take.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"I guess it helped to put me into clinical menopause.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"I have maintained a very active schedule with really no complaints, weight gain, or mood changes.Hide Full Comment","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Oncologist recommended tamoxifen instead of chemo.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"I have experienced weight gain and made an appt.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"with a weight mgmt/nutrionist doctor to address this issue.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Comment:I took this drug for five years in 1989,I am here today because of it.If you want to complain about the side-effects of this drug,you just do not understand the importance for life.Hide Full Comment","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"I gained 16 pounds since January and now find it really hard to lose.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"not too bad.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"night sweats came instantly.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"I haven't been taking with a lot of water like it says and i feel real nausea the pass few days.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"I like life!","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Comment:I refuse to take this drug.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"i have had a double mastectomy due to satge 2 invasive lobular carcinoma.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"My oncologist wants me to take this in case the cancer has spread.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"They have no way of knowing if it has spread due to the fact that i had a rare undetectable cancer.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Only a soft tissue MRI showed any growth.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"The pathology report showed all cancer gone.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Especially, when the drug can give one cancer, and many other health risks.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"I would rather live healthy in mind about my decision than second guess a maybe.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"I had stage one breast cancer @ the age of 30.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"The mood swings were the worst side effect for me.Hide Full Comment","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Comment:i'm 47 and have been diagnosed with breast cancer in '99, '06, & '07.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"i had no peri-menopausal symptoms prior to taking it.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"i never thought i'd miss my period ... i think i've been somewhat depressed since i started taking it.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"i've had some very squishy weight gain.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"i've had all kinds of gynecological issues that i never use to have.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"i have an ongoing yeast infection and i don't have a history of them.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"i hate this med but my oncologist doesn't seem to want to talk about anything else.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"sure, the medication is ""easy"" to use, i swallow a pill every day.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
damn.,"Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"i didn't realize how much i sounded like eeyore.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Comment:While treating for early stage breast cancer after lumpectomy and radiation, had to take this drug.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Worst side effects ever.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Am happy i am off the tamoxifen.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Evista has been approved for early stage breast cancer and i am feeling MUCH better, heavier, but better!","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"3 days ago I stopped taking Tamoxifen and I am already starting to feel better.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"I was told that I should feel like a new woman within 2 weeks.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Right now I do fine for a while and then all of a sudden I can't keep my eyes open.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"I am just so glad they now have RX like Tamoxifen to give us a fighting chance.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"No other symptoms at the moment.Hide Full Comment","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Comment:I had a mastectomy and tram flap reconstruction as a result of infiltrating lobular cancer July2007.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"I changed from night time medicating to morning and have since experienced much better sleeping patterns.Hide Full Comment","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Her2/neu positive receptor posit.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Feet/Leg cramps severe.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Now training for a marathon but have noticed belly weight gain the more I exercise.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Thank the Lord, I am cancer free at this time!Hide Full Comment","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"I might as well be taking a sugar pill.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"I started on Tamoxifen after lumpectomy, abdominal exploratory surgery and 34 rounds of radiation and feel fine.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Comment:Tamoxifen side effects were worse than the chemotherapy and radiation treatments.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"I was extremely depressed.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Comment:I had been taking estrogen injections for 24 years until my breast cancer diagnosis.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"After mastectomy and 2 doses of chemo(I felt like more would kill me it was so horrible), I've been on Tam for a month.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"I must decide if living this way is worthwhile.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Comment:When I get hot I feel like a hundred bees are sting me.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"I have stop taking it for the last three weeks and I feel alot better, mind has cleared up but i still have the stinging.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Comment:sWITCHEWD BACK TO TAMOXIFEN after gtrying Arimidex, to counter the aching muscles.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Now concerned about constant thirst.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"It makes me feel like I am becoming ill, and it happens at various times of the day, sometimes only one time per week, sometimes multiple times.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"I want to give up even though the doctor tells me it is dangerous for me not to take the pill.Hide Full Comment","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Comment:I had stage 2 breast cancer, had bi-lateral mastectomy, chemo.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"I'm am concerned why they have come back and now considering hystorectomy.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Comment:I've been on Tamoxifen for 2 1/2 years for Stage 3 Breast Cancer following bi-lateral mastectomy, chemo and radiation.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"I actually sleep with Ice packs, fans, etc.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"I am so miserable.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"It's so embarrassing having a hot flash at the grocery store, they look at me like I'm nuts...","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"I'd rather go through Chemo again than live like this...Hide Full Comment","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"I am not trusting of pharm.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"companies and
feel I am not going to harm my body with
more chemicals.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"I am still having clear
mammograms and feel great.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Eating whole foods and exercise are a much better alternative than a pill.Hide Full Comment","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Has anyone else had this problem?Hide Full Comment","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Comment:my life has been miserable since I started taking this drug in august.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Started walking and dieting and still weight gain.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Havent had a good sleep since starting tamoxifen{two fans in bedroom, window open in winter  zero temperatures] wearing shorts and halters in daytime.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"seeing doctor next week to see if some medication help or change will work.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"considering going off the drug as I cant live like this.Hide Full Comment","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"All those symptoms disappeared after 60 days.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"I will say this-I quit smoking recently using Chantix and I do think it has had a positive effect on mood enhancement due to the way it works with the dopamine receptors in the brain.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"The mental fog has cleared that I was experiencing after treatment and early use of tamoxifen and I feel much more like I use to before cancer!","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"As I change meds and check this site, I find NEGATIVE remarks prevail and I wanted to assure someone to trust the med and stay positive..it could save your life.Hide Full Comment","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Comment:Taking for 5 months, unable to lose weight I gained despite strict diet and 5-6 days/wk of exercise.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"My cancer was caught early, slow growing and non-invasive.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"I'm going to take my chances without tamoxifen - the quality of my life means more to me than the fear of a reoccurrence.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"If my cancer had been more aggressive, or if my treatment had been more intense, I might reconsider.Hide Full Comment","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Could the med be causing this discomfort?Hide Full Comment","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Not an issue if this prevents the cancer from returningHide Full Comment","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"How come it prevents breast cancer when it is possible to cause three other types of cancer????","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Cancer has not returned!","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"I may just move to a cold state.Hide Full Comment","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Comment:MY LEGs and veins have  gotten swallen and  i am having trouble walking.is this one of the effects of the tomoxifin.the arimedix made me very sick.Hide Full Comment","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Weight gain as well, but dealing with that.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Otherwise, no significant negative side effects.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Positive - no more menstrual cycles.Hide Full Comment","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"They are so severe at times  that I have decided to stop treatment.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Comment:I am very happy that I was able to take it for five years,really no side effects,the pros outweigh the cons.Hide Full Comment","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Comment:I have taken this drug for 2 wks and seem to have every horrible side effect.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"This is much worse than the blistering and burning from radiation, which was pretty bad due to having very fair skin.Hide Full Comment","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"I have had very few unbearable symptoms.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Reading the other reviews helped me realize that it was probably the Tamoxifen causing this.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"been off the meds for 5 months, feel much better.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Interfered with sexual function (helped by Estring).","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Overall, well worth it,--no recurrence of stage 2 cancer.Hide Full Comment","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Comment:Seven months into taking this, all of my joints started aching unbearably.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Symptoms disappeared when I stopped.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Symptoms reappear after just a few doses.Hide Full Comment","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Comment:I was diagnosed with early ductal cancer and had no chemo or radiation .","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Now after 4 years and 60 pounds of weight gain, my doctor isn't sure the medicine is working.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"The only good thing was it stop my menstrual cycle for 5yrs.Hide Full Comment","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Weight gain initially, but am now losing slowly.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"Comment:i have been taking tamoxifen for 12 weeks, i do get hot flushes now but everything else is ok and am hoping long term effects are good.Hide Full Comment","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Comment:I had an allergic reaction tamoxifen which sent my body into thinking I was in the middle of radation again.","Negative Experience - No symptoms mentioned but negative words found",tamoxifen
"The doctors said they have never encountered anything like this during their time in practice.Hide Full Comment","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Comment:I have been taking this for the past 2 years and have done well on it.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"I have also gained 15-20 lbs but don't think it's due to the drug.Hide Full Comment","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Comment:Tamoxifen has been so easy to take.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Every six months I have my blood work done and a few times my blood calcium level was a tad high.","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"Comment:i have been very lucky with tamoxifen a few  leg cramps and thats it.Hide Full Comment","Positive Experience - No symptoms mentioned but positive words found",tamoxifen
"OCT 10 HAD A LITTLE PROBLEM WALKING.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"WOKE UP  NEXT DAY WITH NUMB FINGERS AND HANDS, FEET AND TOES.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"HANDWRITING HAS IMPROVED, I STILL HAVE NUMBNESS AND STILL NEED A TRANSPORT CHAIR.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"ALL TEST DONE HAVE COME BACK NEGATIVE.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Comment:First 2-4 months no problem.","Positive Experience - No symptoms mentioned but positive words found",armimidex
"Hot flash so intense gave me a very ill feeling in my body when it was happening and the longer I took the more sever they became.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Did not want to eat because just felt so bad.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Lost weight.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Started getting depression because felt so bad.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"They are starting to crack sound when I turn or move.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"Almost makes me feel like that are thining and I am worried now the wrong move can snap a bone in my back.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"TERRIBLE TERRIBLE DRUG.","Negative Experience - No symptoms mentioned but negative words found",armimidex
"In spite of all this it only increases your chance of cancer not coming back by 2%.","Negative Experience - No symptoms mentioned but negative words found",armimidex
